Tiempo ,CORRIENTE,VELOCIDAD,ENTRADA
4.05,0.454,1.845,3.0
4.055,0.427,2.005,3.0
4.06,0.431,2.062,3.0
4.065,0.435,2.132,3.0
4.07,0.406,2.245,3.0
4.075,0.428,2.275,3.0
4.08,0.387,2.355,3.0
4.085,0.421,2.405,3.0
4.09,0.393,2.445,3.0
4.095,0.389,2.553,3.0
4.1,0.397,2.545,3.0
4.105,0.367,2.595,3.0
4.11,0.4,2.598,3.0
4.115,0.359,2.7,3.0
4.12,0.377,2.655,3.0
4.125,0.348,2.758,3.0
4.13,0.367,2.738,3.0
4.135,0.342,2.825,3.0
4.14,0.364,2.785,3.0
4.145,0.331,2.898,3.0
4.15,0.379,2.85,3.0
4.155,0.336,2.923,3.0
4.16,0.345,2.938,3.0
4.165,0.34,2.993,3.0
4.17,0.335,2.938,3.0
4.175,0.345,3.023,3.0
4.18,0.305,3.02,3.0
4.185,0.354,3.058,3.0
4.19,0.315,3.097,3.0
4.195,0.347,3.075,3.0
4.2,0.309,3.108,3.0
4.205,0.343,3.077,3.0
4.21,0.323,3.147,3.0
4.215,0.308,3.105,3.0
4.22,0.349,3.145,3.0
4.225,0.302,3.168,3.0
4.23,0.368,3.15,3.0
4.235,0.294,3.188,3.0
4.24,0.327,3.175,3.0
4.245,0.311,3.255,3.0
4.25,0.282,3.215,3.0
4.255,0.339,3.24,3.0
4.26,0.285,3.277,3.0
4.265,0.356,3.217,3.0
4.27,0.306,3.247,3.0
4.275,0.338,3.203,3.0
4.28,0.34,3.247,3.0
4.285,0.282,3.277,3.0
4.29,0.356,3.26,3.0
4.295,0.264,3.303,3.0
4.3,0.306,3.262,3.0
4.305,0.331,3.295,3.0
4.31,0.292,3.28,3.0
4.315,0.324,3.275,3.0
4.32,0.261,3.335,3.0
4.325,0.303,3.307,3.0
4.33,0.29,3.33,3.0
4.335,0.271,3.315,3.0
4.34,0.313,3.322,3.0
4.345,0.256,3.377,3.0
4.35,0.273,3.32,3.0
4.355,0.284,3.347,3.0
4.36,0.259,3.4,3.0
4.365,0.314,3.35,3.0
4.37,0.278,3.363,3.0
4.375,0.275,3.345,3.0
4.38,0.318,3.388,3.0
4.385,0.264,3.388,3.0
4.39,0.312,3.327,3.0
4.395,0.273,3.425,3.0
4.4,0.266,3.37,3.0
4.405,0.324,3.34,3.0
4.41,0.252,3.398,3.0
4.415,0.312,3.38,3.0
4.42,0.331,3.385,3.0
4.425,0.261,3.39,3.0
4.43,0.308,3.375,3.0
4.435,0.267,3.4,3.0
4.44,0.285,3.347,3.0
4.445,0.326,3.402,3.0
4.45,0.272,3.415,3.0
4.455,0.324,3.335,3.0
4.46,0.292,3.433,3.0
4.465,0.27,3.383,3.0
4.47,0.323,3.352,3.0
4.475,0.254,3.412,3.0
4.48,0.296,3.39,3.0
4.485,0.331,3.398,3.0
4.49,0.257,3.415,3.0
4.495,0.302,3.392,3.0
4.5,0.275,3.4,3.0
4.505,0.275,3.377,3.0
4.51,0.324,3.418,3.0
4.515,0.267,3.405,3.0
4.52,0.306,3.375,3.0
4.525,0.296,3.465,3.0
4.53,0.266,3.385,3.0
4.535,0.31,3.38,3.0
4.54,0.251,3.442,3.0
4.545,0.29,3.372,3.0
4.55,0.324,3.4,3.0
4.555,0.266,3.45,3.0
4.56,0.323,3.35,3.0
4.565,0.277,3.43,3.0
4.57,0.268,3.405,3.0
4.575,0.324,3.375,3.0
4.58,0.27,3.415,3.0
4.585,0.299,3.4,3.0
4.59,0.289,3.412,3.0
4.595,0.259,3.425,3.0
4.6,0.31,3.4,3.0
4.605,0.278,3.418,3.0
4.61,0.27,3.398,3.0
4.615,0.322,3.418,3.0
4.62,0.271,3.41,3.0
4.625,0.353,3.385,3.0
4.63,0.349,3.453,3.0
4.635,0.28,3.37,3.0
4.64,0.354,3.377,3.0
4.645,0.338,3.425,3.0
4.65,0.331,3.342,3.0
4.655,0.281,3.375,3.0
4.66,0.257,3.44,3.0
4.665,0.288,3.363,3.0
4.67,0.275,3.425,3.0
4.675,0.264,3.415,3.0
4.68,0.354,3.39,3.0
4.685,0.259,3.408,3.0
4.69,0.269,3.418,3.0
4.695,0.306,3.43,3.0
4.7,0.257,3.422,3.0
4.705,0.292,3.415,3.0
4.71,0.269,3.428,3.0
4.715,0.271,3.395,3.0
4.72,0.282,3.435,3.0
4.725,0.261,3.425,3.0
4.73,0.301,3.405,3.0
4.735,0.276,3.467,3.0
4.74,0.262,3.415,3.0
4.745,0.296,3.412,3.0
4.75,0.263,3.45,3.0
4.755,0.272,3.398,3.0
4.76,0.31,3.442,3.0
4.765,0.257,3.44,3.0
4.77,0.272,3.385,3.0
4.775,0.27,3.48,3.0
4.78,0.268,3.408,3.0
4.785,0.303,3.412,3.0
4.79,0.252,3.463,3.0
4.795,0.28,3.392,3.0
4.8,0.278,3.442,3.0
4.805,0.259,3.463,3.0
4.81,0.306,3.39,3.0
4.815,0.265,3.485,3.0
4.82,0.259,3.422,3.0
4.825,0.292,3.412,3.0
4.83,0.249,3.473,3.0
4.835,0.289,3.4,3.0
4.84,0.312,3.447,3.0
4.845,0.256,3.46,3.0
4.85,0.274,3.383,3.0
4.855,0.266,3.495,3.0
4.86,0.264,3.422,3.0
4.865,0.342,3.415,3.0
4.87,0.25,3.463,3.0
4.875,0.288,3.388,3.0
4.88,0.308,3.428,3.0
4.885,0.264,3.463,3.0
4.89,0.316,3.377,3.0
4.895,0.27,3.473,3.0
4.9,0.257,3.422,3.0
4.905,0.306,3.402,3.0
4.91,0.245,3.47,3.0
4.915,0.284,3.405,3.0
4.92,0.289,3.438,3.0
4.925,0.26,3.477,3.0
4.93,0.324,3.37,3.0
4.935,0.268,3.465,3.0
4.94,0.261,3.422,3.0
4.945,0.315,3.39,3.0
4.95,0.248,3.46,3.0
4.955,0.291,3.412,3.0
4.96,0.312,3.42,3.0
4.965,0.25,3.473,3.0
4.97,0.303,3.395,3.0
4.975,0.271,3.463,3.0
4.98,0.257,3.438,3.0
4.985,0.313,3.4,3.0
4.99,0.248,3.46,3.0
4.995,0.286,3.422,3.0
5.0,0.282,3.425,3.0
5.005,0.252,3.475,3.0
5.01,0.303,3.402,3.0
5.015,0.271,3.453,3.0
5.02,0.257,3.447,3.0
5.025,0.317,3.41,3.0
5.03,0.251,3.453,3.0
5.035,0.287,3.435,3.0
5.04,0.285,3.43,3.0
5.045,0.254,3.465,3.0
5.05,0.303,3.412,3.0
5.055,0.273,3.453,3.0
5.06,0.262,3.438,3.0
5.065,0.296,3.412,3.0
5.07,0.262,3.457,3.0
5.075,0.28,3.438,3.0
5.08,0.281,3.435,3.0
5.085,0.252,3.477,3.0
5.09,0.291,3.428,3.0
5.095,0.269,3.447,3.0
5.1,0.262,3.45,3.0
5.105,0.315,3.428,3.0
5.11,0.248,3.453,3.0
5.115,0.259,3.447,3.0
5.12,0.285,3.445,3.0
5.125,0.255,3.48,3.0
5.13,0.291,3.422,3.0
5.135,0.27,3.465,3.0
5.14,0.263,3.447,3.0
5.145,0.319,3.412,3.0
5.15,0.248,3.453,3.0
5.155,0.271,3.44,3.0
5.16,0.325,3.435,3.0
5.165,0.271,3.47,3.0
5.17,0.341,3.415,3.0
5.175,0.289,3.433,3.0
5.18,0.275,3.412,3.0
5.185,0.373,3.418,3.0
5.19,0.254,3.405,3.0
5.195,0.352,3.405,3.0
5.2,0.285,3.445,3.0
5.205,0.266,3.402,3.0
5.21,0.309,3.405,3.0
5.215,0.26,3.44,3.0
5.22,0.278,3.383,3.0
5.225,0.321,3.433,3.0
5.23,0.257,3.447,3.0
5.235,0.363,3.368,3.0
5.24,0.295,3.463,3.0
5.245,0.296,3.392,3.0
5.25,0.358,3.372,3.0
5.255,0.322,3.433,3.0
5.26,0.352,3.37,3.0
5.265,0.285,3.388,3.0
5.27,0.266,3.44,3.0
5.275,0.336,3.395,3.0
5.28,0.274,3.415,3.0
5.285,0.255,3.418,3.0
5.29,0.302,3.425,3.0
5.295,0.265,3.425,3.0
5.3,0.345,3.422,3.0
5.305,0.301,3.455,3.0
5.31,0.281,3.4,3.0
5.315,0.343,3.405,3.0
5.32,0.257,3.428,3.0
5.325,0.281,3.368,3.0
5.33,0.296,3.428,3.0
5.335,0.258,3.453,3.0
5.34,0.316,3.37,3.0
5.345,0.266,3.475,3.0
5.35,0.262,3.422,3.0
5.355,0.315,3.39,3.0
5.36,0.267,3.46,3.0
5.365,0.289,3.405,3.0
5.37,0.317,3.42,3.0
5.375,0.257,3.46,3.0
5.38,0.299,3.392,3.0
5.385,0.271,3.453,3.0
5.39,0.258,3.433,3.0
5.395,0.308,3.41,3.0
5.4,0.262,3.463,3.0
5.405,0.257,3.44,3.0
5.41,0.278,3.435,3.0
5.415,0.253,3.485,3.0
5.42,0.27,3.428,3.0
5.425,0.266,3.46,3.0
5.43,0.254,3.457,3.0
5.435,0.28,3.428,3.0
5.44,0.254,3.475,3.0
5.445,0.266,3.45,3.0
5.45,0.278,3.445,3.0
5.455,0.255,3.498,3.0
5.46,0.277,3.425,3.0
5.465,0.266,3.485,3.0
5.47,0.254,3.457,3.0
5.475,0.284,3.42,3.0
5.48,0.243,3.487,3.0
5.485,0.259,3.445,3.0
5.49,0.273,3.453,3.0
5.495,0.252,3.507,3.0
5.5,0.276,3.415,3.0
5.505,0.262,3.507,3.0
5.51,0.252,3.463,3.0
5.515,0.276,3.435,3.0
5.52,0.242,3.507,3.0
5.525,0.261,3.433,3.0
5.53,0.264,3.48,3.0
5.535,0.253,3.503,3.0
5.54,0.266,3.42,3.0
5.545,0.265,3.52,3.0
5.55,0.256,3.457,3.0
5.555,0.269,3.46,3.0
5.56,0.258,3.49,3.0
5.565,0.254,3.455,3.0
5.57,0.271,3.487,3.0
5.575,0.25,3.473,3.0
5.58,0.255,3.475,3.0
5.585,0.273,3.498,3.0
5.59,0.25,3.483,3.0
5.595,0.266,3.46,3.0
5.6,0.264,3.483,3.0
5.605,0.249,3.477,3.0
5.61,0.279,3.45,3.0
5.615,0.252,3.503,3.0
5.62,0.281,3.463,3.0
5.625,0.312,3.46,3.0
5.63,0.253,3.51,3.0
5.635,0.274,3.418,3.0
5.64,0.264,3.492,3.0
5.645,0.252,3.47,3.0
5.65,0.279,3.43,3.0
5.655,0.249,3.503,3.0
5.66,0.257,3.445,3.0
5.665,0.266,3.477,3.0
5.67,0.252,3.51,3.0
5.675,0.267,3.425,3.0
5.68,0.262,3.533,3.0
5.685,0.255,3.457,3.0
5.69,0.267,3.457,3.0
5.695,0.25,3.503,3.0
5.7,0.251,3.45,3.0
5.705,0.262,3.485,3.0
5.71,0.248,3.48,3.0
5.715,0.255,3.473,3.0
5.72,0.273,3.5,3.0
5.725,0.247,3.495,3.0
5.73,0.266,3.475,3.0
5.735,0.264,3.485,3.0
5.74,0.247,3.485,3.0
5.745,0.276,3.455,3.0
5.75,0.24,3.503,3.0
5.755,0.253,3.465,3.0
5.76,0.269,3.473,3.0
5.765,0.247,3.525,3.0
5.77,0.273,3.425,3.0
5.775,0.259,3.528,3.0
5.78,0.252,3.475,3.0
5.785,0.269,3.455,3.0
5.79,0.244,3.512,3.0
5.795,0.252,3.453,3.0
5.8,0.262,3.498,3.0
5.805,0.25,3.487,3.0
5.81,0.257,3.465,3.0
5.815,0.271,3.512,3.0
5.82,0.248,3.483,3.0
5.825,0.267,3.473,3.0
5.83,0.264,3.485,3.0
5.835,0.247,3.483,3.0
5.84,0.276,3.465,3.0
5.845,0.24,3.5,3.0
5.85,0.253,3.477,3.0
5.855,0.314,3.473,3.0
5.86,0.264,3.515,3.0
5.865,0.312,3.42,3.0
5.87,0.284,3.495,3.0
5.875,0.257,3.457,3.0
5.88,0.307,3.415,3.0
5.885,0.262,3.487,3.0
5.89,0.286,3.428,3.0
5.895,0.316,3.455,3.0
5.9,0.255,3.492,3.0
5.905,0.306,3.392,3.0
5.91,0.284,3.492,3.0
5.915,0.257,3.442,3.0
5.92,0.311,3.402,3.0
5.925,0.259,3.475,3.0
5.93,0.285,3.42,3.0
5.935,0.319,3.438,3.0
5.94,0.255,3.485,3.0
5.945,0.306,3.392,3.0
5.95,0.283,3.483,3.0
5.955,0.263,3.44,3.0
5.96,0.314,3.4,3.0
5.965,0.262,3.47,3.0
5.97,0.285,3.42,3.0
5.975,0.319,3.433,3.0
5.98,0.256,3.48,3.0
5.985,0.3,3.395,3.0
5.99,0.285,3.46,3.0
5.995,0.263,3.442,3.0
6.0,0.32,3.405,3.0
6.005,0.263,3.453,3.0
6.01,0.259,3.44,3.0
6.015,0.278,3.433,3.0
6.02,0.254,3.48,3.0
6.025,0.275,3.425,3.0
6.03,0.265,3.47,3.0
6.035,0.249,3.457,3.0
6.04,0.277,3.422,3.0
6.045,0.243,3.483,3.0
6.05,0.258,3.453,3.0
6.055,0.271,3.453,3.0
6.06,0.244,3.51,3.0
6.065,0.271,3.422,3.0
6.07,0.262,3.503,3.0
6.075,0.248,3.465,3.0
6.08,0.276,3.43,3.0
6.085,0.242,3.503,3.0
6.09,0.259,3.438,3.0
6.095,0.264,3.475,3.0
6.1,0.25,3.5,3.0
6.105,0.264,3.428,3.0
6.11,0.26,3.53,3.0
6.115,0.255,3.455,3.0
6.12,0.264,3.46,3.0
6.125,0.252,3.5,3.0
6.13,0.249,3.453,3.0
6.135,0.262,3.475,3.0
6.14,0.247,3.475,3.0
6.145,0.253,3.475,3.0
6.15,0.275,3.485,3.0
6.155,0.245,3.492,3.0
6.16,0.267,3.465,3.0
6.165,0.263,3.483,3.0
6.17,0.248,3.477,3.0
6.175,0.279,3.445,3.0
6.18,0.243,3.498,3.0
6.185,0.264,3.46,3.0
6.19,0.269,3.46,3.0
6.195,0.242,3.517,3.0
6.2,0.269,3.418,3.0
6.205,0.257,3.52,3.0
6.21,0.25,3.46,3.0
6.215,0.269,3.442,3.0
6.22,0.242,3.51,3.0
6.225,0.261,3.442,3.0
6.23,0.264,3.485,3.0
6.235,0.253,3.485,3.0
6.24,0.257,3.45,3.0
6.245,0.263,3.51,3.0
6.25,0.252,3.463,3.0
6.255,0.266,3.467,3.0
6.26,0.262,3.477,3.0
6.265,0.252,3.465,3.0
6.27,0.273,3.463,3.0
6.275,0.242,3.49,3.0
6.28,0.25,3.477,3.0
6.285,0.268,3.463,3.0
6.29,0.247,3.515,3.0
6.295,0.275,3.438,3.0
6.3,0.257,3.5,3.0
6.305,0.246,3.473,3.0
6.31,0.271,3.433,3.0
6.315,0.253,3.51,3.0
6.32,0.275,3.433,3.0
6.325,0.31,3.48,3.0
6.33,0.257,3.49,3.0
6.335,0.301,3.402,3.0
6.34,0.259,3.505,3.0
6.345,0.257,3.438,3.0
6.35,0.271,3.44,3.0
6.355,0.25,3.49,3.0
6.36,0.255,3.43,3.0
6.365,0.264,3.473,3.0
6.37,0.248,3.473,3.0
6.375,0.255,3.46,3.0
6.38,0.268,3.5,3.0
6.385,0.253,3.473,3.0
6.39,0.266,3.463,3.0
6.395,0.261,3.473,3.0
6.4,0.25,3.467,3.0
6.405,0.272,3.453,3.0
6.41,0.238,3.483,3.0
6.415,0.25,3.463,3.0
6.42,0.269,3.457,3.0
6.425,0.246,3.515,3.0
6.43,0.269,3.425,3.0
6.435,0.257,3.505,3.0
6.44,0.255,3.47,3.0
6.445,0.275,3.438,3.0
6.45,0.24,3.505,3.0
6.455,0.255,3.438,3.0
6.46,0.264,3.483,3.0
6.465,0.254,3.49,3.0
6.47,0.256,3.442,3.0
6.475,0.26,3.52,3.0
6.48,0.254,3.46,3.0
6.485,0.264,3.467,3.0
6.49,0.258,3.487,3.0
6.495,0.25,3.467,3.0
6.5,0.269,3.465,3.0
6.505,-0.204,3.47,0.0
6.51,-0.311,3.06,0.0
6.515,-0.287,2.697,0.0
6.52,-0.241,2.403,0.0
6.525,-0.228,2.188,0.0
6.53,-0.199,1.942,0.0
6.535,-0.183,1.81,0.0
6.54,-0.169,1.69,0.0
6.545,-0.147,1.545,0.0
6.55,-0.142,1.438,0.0
6.555,-0.133,1.357,0.0
6.56,-0.125,1.252,0.0
6.565,-0.114,1.175,0.0
6.57,-0.102,1.067,0.0
6.575,-0.097,1.023,0.0
6.58,-0.09,0.975,0.0
6.585,-0.083,0.908,0.0
6.59,-0.075,0.845,0.0
6.595,-0.067,0.777,0.0
6.6,-0.062,0.73,0.0
6.605,-0.06,0.698,0.0
6.61,-0.056,0.66,0.0
6.615,-0.052,0.632,0.0
6.62,-0.049,0.59,0.0
6.625,-0.043,0.55,0.0
6.63,-0.042,0.523,0.0
6.635,-0.036,0.485,0.0
6.64,-0.033,0.452,0.0
6.645,-0.029,0.425,0.0
6.65,-0.026,0.387,0.0
6.655,-0.023,0.375,0.0
6.66,-0.021,0.347,0.0
6.665,-0.018,0.322,0.0
6.67,-0.016,0.305,0.0
6.675,-0.013,0.282,0.0
6.68,-0.012,0.265,0.0
6.685,-0.009,0.243,0.0
6.69,-0.007,0.222,0.0
6.695,-0.004,0.203,0.0
6.7,-0.002,0.183,0.0
6.705,0.001,0.168,0.0
6.71,0.002,0.153,0.0
6.715,0.004,0.14,0.0
6.72,0.004,0.125,0.0
6.725,0.005,0.11,0.0
6.73,0.007,0.103,0.0
6.735,0.008,0.09,0.0
6.74,0.009,0.08,0.0
6.745,0.01,0.072,0.0
6.75,0.011,0.065,0.0
6.755,0.012,0.055,0.0
6.76,0.014,0.045,0.0
6.765,0.014,0.035,0.0
6.77,0.015,0.03,0.0
6.775,0.016,0.02,0.0
6.78,0.016,0.018,0.0
6.785,0.015,0.018,0.0
6.79,0.016,0.018,0.0
6.795,0.016,0.018,0.0
6.8,0.016,0.015,0.0
6.805,0.016,0.018,0.0
6.81,0.016,0.018,0.0
6.815,0.016,0.018,0.0
6.82,0.016,0.015,0.0
6.825,0.015,0.015,0.0
6.83,0.016,0.018,0.0
6.835,0.015,0.015,0.0
6.84,0.016,0.015,0.0
6.845,0.016,0.018,0.0
6.85,0.016,0.018,0.0
6.855,0.016,0.015,0.0
6.86,0.016,0.015,0.0
6.865,0.016,0.018,0.0
6.87,0.016,0.015,0.0
6.875,0.016,0.018,0.0
6.88,0.016,0.015,0.0
6.885,0.016,0.018,0.0
6.89,0.015,0.015,0.0
6.895,0.016,0.015,0.0
6.9,0.016,0.015,0.0
6.905,0.015,0.015,0.0
6.91,0.016,0.015,0.0
6.915,0.016,0.015,0.0
6.92,0.015,0.018,0.0
6.925,0.016,0.018,0.0
6.93,0.016,0.018,0.0
6.935,0.015,0.015,0.0
6.94,0.016,0.018,0.0
6.945,0.016,0.015,0.0
6.95,0.015,0.015,0.0
6.955,0.016,0.018,0.0
6.96,0.016,0.018,0.0
6.965,0.016,0.018,0.0
6.97,0.016,0.015,0.0
6.975,0.017,0.015,0.0
6.98,0.016,0.018,0.0
6.985,0.016,0.018,0.0
6.99,0.016,0.018,0.0
6.995,0.016,0.018,0.0
7.0,0.015,0.018,0.0
7.005,0.015,0.018,0.0
7.01,0.016,0.015,0.0
7.015,0.016,0.018,0.0
7.02,0.016,0.018,0.0
7.025,0.016,0.015,0.0
7.03,0.016,0.015,0.0
7.035,0.016,0.018,0.0
7.04,0.016,0.018,0.0
7.045,0.015,0.015,0.0
7.05,0.016,0.018,0.0
7.055,0.015,0.018,0.0
7.06,0.016,0.018,0.0
7.065,0.016,0.018,0.0
7.07,0.016,0.015,0.0
7.075,0.016,0.018,0.0
7.08,0.016,0.018,0.0
7.085,0.016,0.015,0.0
7.09,0.016,0.018,0.0
7.095,0.016,0.018,0.0
7.1,0.016,0.018,0.0
7.105,0.016,0.015,0.0
7.11,0.016,0.015,0.0
7.115,0.016,0.015,0.0
7.12,0.016,0.018,0.0
7.125,0.016,0.015,0.0
7.13,0.016,0.018,0.0
7.135,0.016,0.018,0.0
7.14,0.016,0.015,0.0
7.145,0.016,0.015,0.0
7.15,0.016,0.018,0.0
7.155,0.015,0.018,0.0
7.16,0.016,0.015,0.0
7.165,0.015,0.015,0.0
7.17,0.015,0.018,0.0
7.175,0.016,0.015,0.0
7.18,0.016,0.018,0.0
7.185,0.016,0.018,0.0
7.19,0.016,0.018,0.0
7.195,0.016,0.015,0.0
7.2,0.016,0.018,0.0
7.205,0.015,0.018,0.0
7.21,0.016,0.018,0.0
7.215,0.016,0.018,0.0
7.22,0.016,0.018,0.0
7.225,0.016,0.018,0.0
7.23,0.016,0.018,0.0
7.235,0.016,0.018,0.0
7.24,0.016,0.018,0.0
7.245,0.016,0.018,0.0
7.25,0.016,0.018,0.0
7.255,0.016,0.018,0.0
7.26,0.016,0.018,0.0
7.265,0.016,0.02,0.0
7.27,0.016,0.018,0.0
7.275,0.016,0.018,0.0
7.28,0.016,0.015,0.0
7.285,0.016,0.018,0.0
7.29,0.016,0.018,0.0
7.295,0.016,0.02,0.0
7.3,0.016,0.018,0.0
7.305,0.016,0.02,0.0
7.31,0.016,0.018,0.0
7.315,0.016,0.018,0.0
7.32,0.016,0.018,0.0
7.325,0.016,0.02,0.0
7.33,0.016,0.018,0.0
7.335,0.016,0.018,0.0
7.34,0.016,0.018,0.0
7.345,0.016,0.02,0.0
7.35,0.016,0.018,0.0
7.355,0.016,0.02,0.0
7.36,0.016,0.02,0.0
7.365,0.016,0.018,0.0
7.37,0.016,0.018,0.0
7.375,0.016,0.02,0.0
7.38,0.016,0.02,0.0
7.385,0.016,0.018,0.0
7.39,0.016,0.018,0.0
7.395,0.016,0.018,0.0
7.4,0.016,0.018,0.0
7.405,0.016,0.02,0.0
7.41,0.016,0.018,0.0
7.415,0.016,0.022,0.0
7.42,0.016,0.02,0.0
7.425,0.016,0.02,0.0
7.43,0.016,0.02,0.0
7.435,0.016,0.02,0.0
7.44,0.016,0.02,0.0
7.445,0.016,0.02,0.0
7.45,0.016,0.02,0.0
7.455,0.016,0.022,0.0
7.46,0.016,0.02,0.0
7.465,0.016,0.02,0.0
7.47,0.016,0.022,0.0
7.475,0.016,0.022,0.0
7.48,0.016,0.022,0.0
7.485,0.015,0.02,0.0
7.49,0.016,0.022,0.0
7.495,0.016,0.02,0.0
7.5,0.016,0.022,0.0
7.505,0.016,0.02,0.0
7.51,0.45,0.037,3.0
7.515,0.58,0.423,3.0
7.52,0.567,0.78,3.0
7.525,0.517,1.048,3.0
7.53,0.479,1.287,3.0
7.535,0.468,1.49,3.0
7.54,0.452,1.663,3.0
7.545,0.442,1.752,3.0
7.55,0.423,1.925,3.0
7.555,0.415,2.023,3.0
7.56,0.417,2.095,3.0
7.565,0.389,2.183,3.0
7.57,0.386,2.243,3.0
7.575,0.368,2.32,3.0
7.58,0.386,2.42,3.0
7.585,0.4,2.422,3.0
7.59,0.352,2.49,3.0
7.595,0.364,2.482,3.0
7.6,0.345,2.595,3.0
7.605,0.354,2.62,3.0
7.61,0.33,2.68,3.0
7.615,0.35,2.702,3.0
7.62,0.327,2.77,3.0
7.625,0.345,2.773,3.0
7.63,0.316,2.842,3.0
7.635,0.334,2.852,3.0
7.64,0.327,2.885,3.0
7.645,0.325,2.9,3.0
7.65,0.298,2.98,3.0
7.655,0.317,2.938,3.0
7.66,0.312,3.003,3.0
7.665,0.299,3.005,3.0
7.67,0.303,3.085,3.0
7.675,0.294,3.075,3.0
7.68,0.306,3.1,3.0
7.685,0.297,3.14,3.0
7.69,0.31,3.112,3.0
7.695,0.292,3.168,3.0
7.7,0.293,3.147,3.0
7.705,0.295,3.215,3.0
7.71,0.28,3.19,3.0
7.715,0.295,3.217,3.0
7.72,0.278,3.257,3.0
7.725,0.294,3.227,3.0
7.73,0.271,3.27,3.0
7.735,0.29,3.235,3.0
7.74,0.329,3.268,3.0
7.745,0.282,3.273,3.0
7.75,0.294,3.26,3.0
7.755,0.259,3.325,3.0
7.76,0.269,3.307,3.0
7.765,0.287,3.332,3.0
7.77,0.28,3.3,3.0
7.775,0.292,3.298,3.0
7.78,0.256,3.368,3.0
7.785,0.268,3.33,3.0
7.79,0.286,3.35,3.0
7.795,0.264,3.368,3.0
7.8,0.282,3.352,3.0
7.805,0.26,3.39,3.0
7.81,0.278,3.338,3.0
7.815,0.282,3.372,3.0
7.82,0.257,3.42,3.0
7.825,0.282,3.35,3.0
7.83,0.273,3.4,3.0
7.835,0.265,3.388,3.0
7.84,0.281,3.39,3.0
7.845,0.257,3.398,3.0
7.85,0.264,3.398,3.0
7.855,0.269,3.447,3.0
7.86,0.268,3.402,3.0
7.865,0.284,3.395,3.0
7.87,0.251,3.44,3.0
7.875,0.282,3.377,3.0
7.88,0.317,3.42,3.0
7.885,0.264,3.438,3.0
7.89,0.352,3.342,3.0
7.895,0.326,3.44,3.0
7.9,0.267,3.385,3.0
7.905,0.366,3.363,3.0
7.91,0.28,3.4,3.0
7.915,0.298,3.392,3.0
7.92,0.315,3.422,3.0
7.925,0.266,3.398,3.0
7.93,0.299,3.392,3.0
7.935,0.283,3.422,3.0
7.94,0.278,3.365,3.0
7.945,0.315,3.422,3.0
7.95,0.264,3.438,3.0
7.955,0.31,3.35,3.0
7.96,0.289,3.463,3.0
7.965,0.266,3.408,3.0
7.97,0.312,3.372,3.0
7.975,0.264,3.44,3.0
7.98,0.29,3.405,3.0
7.985,0.322,3.408,3.0
7.99,0.257,3.445,3.0
7.995,0.299,3.402,3.0
8.0,0.289,3.42,3.0
8.005,0.271,3.41,3.0
8.01,0.312,3.425,3.0
8.015,0.254,3.415,3.0
8.02,0.262,3.412,3.0
8.025,0.294,3.475,3.0
8.03,0.264,3.415,3.0
8.035,0.301,3.418,3.0
8.04,0.274,3.453,3.0
8.045,0.285,3.388,3.0
8.05,0.317,3.435,3.0
8.055,0.264,3.45,3.0
8.06,0.308,3.377,3.0
8.065,0.284,3.477,3.0
8.07,0.262,3.412,3.0
8.075,0.275,3.398,3.0
8.08,0.241,3.475,3.0
8.085,0.273,3.415,3.0
8.09,0.264,3.442,3.0
8.095,0.248,3.492,3.0
8.1,0.269,3.385,3.0
8.105,0.259,3.492,3.0
8.11,0.257,3.447,3.0
8.115,0.306,3.418,3.0
8.12,0.26,3.485,3.0
8.125,0.286,3.418,3.0
8.13,0.317,3.447,3.0
8.135,0.255,3.483,3.0
8.14,0.317,3.392,3.0
8.145,0.285,3.483,3.0
8.15,0.257,3.428,3.0
8.155,0.306,3.398,3.0
8.16,0.256,3.473,3.0
8.165,0.287,3.41,3.0
8.17,0.317,3.43,3.0
8.175,0.257,3.483,3.0
8.18,0.303,3.392,3.0
8.185,0.287,3.46,3.0
8.19,0.264,3.442,3.0
8.195,0.313,3.402,3.0
