Tiempo ,CORRIENTE,VELOCIDAD,ENTRADA
8.2,0.264,3.45,3.0
8.205,0.288,3.428,3.0
8.21,0.318,3.43,3.0
8.215,0.255,3.46,3.0
8.22,0.299,3.412,3.0
8.225,0.286,3.442,3.0
8.23,0.259,3.433,3.0
8.235,0.313,3.425,3.0
8.24,0.264,3.44,3.0
8.245,0.285,3.435,3.0
8.25,0.306,3.455,3.0
8.255,0.259,3.453,3.0
8.26,0.269,3.435,3.0
8.265,0.264,3.445,3.0
8.27,0.253,3.442,3.0
8.275,0.268,3.457,3.0
8.28,0.25,3.45,3.0
8.285,0.256,3.463,3.0
8.29,0.275,3.48,3.0
8.295,0.249,3.485,3.0
8.3,0.269,3.45,3.0
8.305,0.273,3.477,3.0
8.31,0.249,3.473,3.0
8.315,0.271,3.438,3.0
8.32,0.242,3.483,3.0
8.325,0.255,3.47,3.0
8.33,0.268,3.455,3.0
8.335,0.257,3.512,3.0
8.34,0.274,3.43,3.0
8.345,0.259,3.5,3.0
8.35,0.248,3.473,3.0
8.355,0.276,3.435,3.0
8.36,0.237,3.507,3.0
8.365,0.266,3.442,3.0
8.37,0.266,3.475,3.0
8.375,0.245,3.507,3.0
8.38,0.264,3.425,3.0
8.385,0.259,3.528,3.0
8.39,0.254,3.46,3.0
8.395,0.268,3.457,3.0
8.4,0.264,3.503,3.0
8.405,0.251,3.455,3.0
8.41,0.259,3.487,3.0
8.415,0.255,3.477,3.0
8.42,0.254,3.477,3.0
8.425,0.272,3.498,3.0
8.43,0.254,3.487,3.0
8.435,0.269,3.465,3.0
8.44,0.262,3.485,3.0
8.445,0.248,3.483,3.0
8.45,0.275,3.45,3.0
8.455,0.238,3.51,3.0
8.46,0.262,3.475,3.0
8.465,0.267,3.473,3.0
8.47,0.242,3.528,3.0
8.475,0.266,3.425,3.0
8.48,0.255,3.525,3.0
8.485,0.257,3.467,3.0
8.49,0.266,3.453,3.0
8.495,0.243,3.512,3.0
8.5,0.254,3.453,3.0
8.505,-0.194,3.485,0.0
8.51,-0.321,3.112,0.0
8.515,-0.277,2.707,0.0
8.52,-0.254,2.453,0.0
8.525,-0.22,2.185,0.0
8.53,-0.205,1.982,0.0
8.535,-0.188,1.84,0.0
8.54,-0.168,1.653,0.0
8.545,-0.154,1.53,0.0
8.55,-0.143,1.445,0.0
8.555,-0.131,1.363,0.0
8.56,-0.12,1.252,0.0
8.565,-0.11,1.16,0.0
8.57,-0.106,1.122,0.0
8.575,-0.101,1.05,0.0
8.58,-0.09,0.967,0.0
8.585,-0.083,0.903,0.0
8.59,-0.077,0.857,0.0
8.595,-0.072,0.808,0.0
8.6,-0.066,0.768,0.0
8.605,-0.062,0.715,0.0
8.61,-0.056,0.67,0.0
8.615,-0.049,0.623,0.0
8.62,-0.047,0.582,0.0
8.625,-0.043,0.542,0.0
8.63,-0.037,0.502,0.0
8.635,-0.036,0.487,0.0
8.64,-0.032,0.452,0.0
8.645,-0.03,0.432,0.0
8.65,-0.026,0.41,0.0
8.655,-0.024,0.387,0.0
8.66,-0.021,0.36,0.0
8.665,-0.02,0.345,0.0
8.67,-0.017,0.322,0.0
8.675,-0.016,0.308,0.0
8.68,-0.014,0.285,0.0
8.685,-0.01,0.262,0.0
8.69,-0.009,0.248,0.0
8.695,-0.007,0.23,0.0
8.7,-0.004,0.21,0.0
8.705,-0.002,0.195,0.0
8.71,-0.001,0.183,0.0
8.715,0.001,0.168,0.0
8.72,0.002,0.155,0.0
8.725,0.003,0.145,0.0
8.73,0.005,0.132,0.0
8.735,0.006,0.12,0.0
8.74,0.007,0.108,0.0
8.745,0.009,0.1,0.0
8.75,0.009,0.09,0.0
8.755,0.01,0.082,0.0
8.76,0.01,0.072,0.0
8.765,0.011,0.068,0.0
8.77,0.012,0.055,0.0
8.775,0.014,0.047,0.0
8.78,0.014,0.04,0.0
8.785,0.015,0.035,0.0
8.79,0.016,0.027,0.0
8.795,0.016,0.02,0.0
8.8,0.015,0.025,0.0
8.805,0.016,0.025,0.0
8.81,0.016,0.025,0.0
8.815,0.016,0.025,0.0
8.82,0.016,0.025,0.0
8.825,0.016,0.025,0.0
8.83,0.016,0.022,0.0
8.835,0.016,0.022,0.0
8.84,0.016,0.025,0.0
8.845,0.016,0.025,0.0
8.85,0.016,0.022,0.0
8.855,0.016,0.022,0.0
8.86,0.016,0.025,0.0
8.865,0.016,0.025,0.0
8.87,0.016,0.022,0.0
8.875,0.016,0.025,0.0
8.88,0.016,0.025,0.0
8.885,0.016,0.022,0.0
8.89,0.016,0.02,0.0
8.895,0.016,0.025,0.0
8.9,0.016,0.025,0.0
8.905,0.015,0.022,0.0
8.91,0.016,0.022,0.0
8.915,0.016,0.025,0.0
8.92,0.016,0.025,0.0
8.925,0.016,0.02,0.0
8.93,0.016,0.022,0.0
8.935,0.015,0.025,0.0
8.94,0.016,0.025,0.0
8.945,0.016,0.02,0.0
8.95,0.016,0.02,0.0
8.955,0.015,0.022,0.0
8.96,0.016,0.02,0.0
8.965,0.015,0.02,0.0
8.97,0.016,0.022,0.0
8.975,0.016,0.022,0.0
8.98,0.016,0.02,0.0
8.985,0.016,0.02,0.0
8.99,0.016,0.022,0.0
8.995,0.016,0.022,0.0
9.0,0.016,0.022,0.0
9.005,0.016,0.02,0.0
9.01,0.016,0.022,0.0
9.015,0.015,0.022,0.0
9.02,0.015,0.02,0.0
9.025,0.016,0.018,0.0
9.03,0.016,0.02,0.0
9.035,0.015,0.02,0.0
9.04,0.015,0.02,0.0
9.045,0.016,0.02,0.0
9.05,0.016,0.022,0.0
9.055,0.016,0.022,0.0
9.06,0.016,0.02,0.0
9.065,0.016,0.02,0.0
9.07,0.015,0.02,0.0
9.075,0.016,0.02,0.0
9.08,0.016,0.018,0.0
9.085,0.015,0.02,0.0
9.09,0.016,0.018,0.0
9.095,0.016,0.02,0.0
9.1,0.015,0.018,0.0
9.105,0.016,0.018,0.0
9.11,0.016,0.02,0.0
9.115,0.016,0.018,0.0
9.12,0.016,0.015,0.0
9.125,0.016,0.02,0.0
9.13,0.015,0.018,0.0
9.135,0.016,0.018,0.0
9.14,0.016,0.018,0.0
9.145,0.016,0.02,0.0
9.15,0.016,0.018,0.0
9.155,0.016,0.018,0.0
9.16,0.016,0.02,0.0
9.165,0.015,0.02,0.0
9.17,0.015,0.02,0.0
9.175,0.016,0.018,0.0
9.18,0.016,0.018,0.0
9.185,0.016,0.018,0.0
9.19,0.015,0.018,0.0
9.195,0.016,0.015,0.0
9.2,0.015,0.018,0.0
9.205,0.015,0.02,0.0
9.21,0.016,0.018,0.0
9.215,0.015,0.018,0.0
9.22,0.015,0.02,0.0
9.225,0.016,0.018,0.0
9.23,0.016,0.015,0.0
9.235,0.015,0.015,0.0
9.24,0.016,0.02,0.0
9.245,0.015,0.015,0.0
9.25,0.016,0.015,0.0
9.255,0.015,0.018,0.0
9.26,0.016,0.02,0.0
9.265,0.016,0.018,0.0
9.27,0.016,0.018,0.0
9.275,0.016,0.018,0.0
9.28,0.016,0.02,0.0
9.285,0.015,0.018,0.0
9.29,0.016,0.015,0.0
9.295,0.016,0.015,0.0
9.3,0.016,0.02,0.0
9.305,0.016,0.015,0.0
9.31,0.016,0.015,0.0
9.315,0.015,0.018,0.0
9.32,0.016,0.018,0.0
9.325,0.016,0.018,0.0
9.33,0.016,0.018,0.0
9.335,0.015,0.02,0.0
9.34,0.016,0.018,0.0
9.345,0.016,0.015,0.0
9.35,0.016,0.018,0.0
9.355,0.016,0.02,0.0
9.36,0.016,0.018,0.0
9.365,0.016,0.015,0.0
9.37,0.016,0.015,0.0
9.375,0.016,0.015,0.0
9.38,0.016,0.018,0.0
9.385,0.016,0.015,0.0
9.39,0.016,0.015,0.0
9.395,0.016,0.018,0.0
9.4,0.015,0.018,0.0
9.405,0.016,0.015,0.0
9.41,0.016,0.018,0.0
9.415,0.016,0.018,0.0
9.42,0.016,0.018,0.0
9.425,0.016,0.015,0.0
9.43,0.016,0.018,0.0
9.435,0.016,0.018,0.0
9.44,0.016,0.015,0.0
9.445,0.016,0.015,0.0
9.45,0.016,0.018,0.0
9.455,0.016,0.018,0.0
9.46,0.015,0.015,0.0
9.465,0.016,0.015,0.0
9.47,0.015,0.015,0.0
9.475,0.016,0.015,0.0
9.48,0.016,0.018,0.0
9.485,0.016,0.018,0.0
9.49,0.016,0.018,0.0
9.495,0.016,0.015,0.0
9.5,0.016,0.018,0.0
9.505,0.016,0.018,0.0
9.51,0.015,0.018,0.0
9.515,0.016,0.018,0.0
9.52,0.015,0.015,0.0
9.525,0.016,0.018,0.0
9.53,0.016,0.018,0.0
9.535,0.016,0.015,0.0
9.54,0.016,0.018,0.0
9.545,0.016,0.018,0.0
9.55,0.015,0.018,0.0
9.555,0.016,0.018,0.0
9.56,0.016,0.018,0.0
9.565,0.016,0.018,0.0
9.57,0.016,0.018,0.0
9.575,0.016,0.018,0.0
9.58,0.016,0.015,0.0
9.585,0.016,0.018,0.0
9.59,0.016,0.015,0.0
9.595,0.016,0.015,0.0
9.6,0.016,0.018,0.0
9.605,0.016,0.018,0.0
9.61,0.016,0.018,0.0
9.615,0.016,0.015,0.0
9.62,0.016,0.018,0.0
9.625,0.015,0.015,0.0
9.63,0.016,0.015,0.0
9.635,0.016,0.015,0.0
9.64,0.016,0.018,0.0
9.645,0.016,0.015,0.0
9.65,0.017,0.015,0.0
9.655,0.016,0.015,0.0
9.66,0.016,0.018,0.0
9.665,0.016,0.015,0.0
9.67,0.016,0.015,0.0
9.675,0.015,0.02,0.0
9.68,0.016,0.018,0.0
9.685,0.016,0.018,0.0
9.69,0.016,0.015,0.0
9.695,0.016,0.018,0.0
9.7,0.016,0.018,0.0
9.705,0.016,0.015,0.0
9.71,0.016,0.015,0.0
9.715,0.016,0.02,0.0
9.72,0.016,0.018,0.0
9.725,0.016,0.015,0.0
9.73,0.016,0.018,0.0
9.735,0.016,0.018,0.0
9.74,0.016,0.018,0.0
9.745,0.016,0.018,0.0
9.75,0.016,0.018,0.0
9.755,0.016,0.02,0.0
9.76,0.016,0.018,0.0
9.765,0.016,0.018,0.0
9.77,0.016,0.018,0.0
9.775,0.016,0.018,0.0
9.78,0.016,0.02,0.0
9.785,0.016,0.018,0.0
9.79,0.016,0.02,0.0
9.795,0.016,0.018,0.0
9.8,0.016,0.018,0.0
9.805,0.016,0.018,0.0
9.81,0.016,0.02,0.0
9.815,0.016,0.018,0.0
9.82,0.016,0.018,0.0
9.825,0.016,0.02,0.0
9.83,0.015,0.018,0.0
9.835,0.016,0.018,0.0
9.84,0.015,0.018,0.0
9.845,0.016,0.02,0.0
9.85,0.016,0.018,0.0
9.855,0.016,0.02,0.0
9.86,0.016,0.018,0.0
9.865,0.016,0.018,0.0
9.87,0.016,0.02,0.0
9.875,0.016,0.018,0.0
9.88,0.016,0.018,0.0
9.885,0.016,0.018,0.0
9.89,0.016,0.02,0.0
9.895,0.016,0.018,0.0
9.9,0.016,0.018,0.0
9.905,0.016,0.018,0.0
9.91,0.016,0.018,0.0
9.915,0.016,0.018,0.0
9.92,0.016,0.018,0.0
9.925,0.016,0.02,0.0
9.93,0.016,0.02,0.0
9.935,0.016,0.018,0.0
9.94,0.016,0.02,0.0
9.945,0.016,0.022,0.0
9.95,0.016,0.018,0.0
9.955,0.016,0.018,0.0
9.96,0.016,0.02,0.0
9.965,0.016,0.02,0.0
9.97,0.016,0.02,0.0
9.975,0.016,0.02,0.0
9.98,0.016,0.02,0.0
9.985,0.016,0.022,0.0
9.99,0.016,0.022,0.0
9.995,0.016,0.02,0.0
10.0,0.016,0.022,0.0
10.005,0.016,0.02,0.0
10.01,0.016,0.02,0.0
10.015,0.016,0.022,0.0
10.02,0.017,0.022,0.0
10.025,0.016,0.022,0.0
10.03,0.017,0.025,0.0
10.035,0.016,0.027,0.0
10.04,0.016,0.025,0.0
10.045,0.016,0.025,0.0
10.05,0.016,0.027,0.0
10.055,0.016,0.027,0.0
10.06,0.016,0.027,0.0
10.065,0.016,0.03,0.0
10.07,0.016,0.03,0.0
10.075,0.016,0.027,0.0
10.08,0.016,0.03,0.0
10.085,0.016,0.027,0.0
10.09,0.016,0.03,0.0
10.095,0.016,0.03,0.0
10.1,0.016,0.03,0.0
10.105,0.016,0.03,0.0
10.11,0.016,0.03,0.0
10.115,0.016,0.032,0.0
10.12,0.016,0.027,0.0
10.125,0.016,0.03,0.0
10.13,0.016,0.03,0.0
10.135,0.016,0.027,0.0
10.14,0.016,0.027,0.0
10.145,0.016,0.03,0.0
10.15,0.016,0.03,0.0
10.155,0.016,0.027,0.0
10.16,0.016,0.025,0.0
10.165,0.016,0.027,0.0
10.17,0.015,0.027,0.0
10.175,0.016,0.02,0.0
10.18,0.016,0.02,0.0
10.185,0.016,0.022,0.0
10.19,0.015,0.018,0.0
10.195,0.016,0.015,0.0
10.2,0.016,0.018,0.0
10.205,0.016,0.02,0.0
10.21,0.016,0.02,0.0
10.215,0.016,0.015,0.0
10.22,0.016,0.015,0.0
10.225,0.015,0.018,0.0
10.23,0.016,0.015,0.0
10.235,0.016,0.018,0.0
10.24,0.016,0.018,0.0
10.245,0.016,0.02,0.0
10.25,0.017,0.018,0.0
10.255,0.016,0.02,0.0
10.26,0.016,0.025,0.0
10.265,0.016,0.022,0.0
10.27,0.016,0.025,0.0
10.275,0.016,0.022,0.0
10.28,0.016,0.025,0.0
10.285,0.015,0.027,0.0
10.29,0.016,0.027,0.0
10.295,0.016,0.027,0.0
10.3,0.017,0.03,0.0
10.305,0.016,0.03,0.0
10.31,0.017,0.03,0.0
10.315,0.016,0.03,0.0
10.32,0.016,0.03,0.0
10.325,0.016,0.027,0.0
10.33,0.016,0.03,0.0
10.335,0.016,0.03,0.0
10.34,0.016,0.03,0.0
10.345,0.016,0.027,0.0
10.35,0.016,0.032,0.0
10.355,0.016,0.027,0.0
10.36,0.016,0.025,0.0
10.365,0.016,0.025,0.0
10.37,0.016,0.027,0.0
10.375,0.016,0.025,0.0
10.38,0.016,0.02,0.0
10.385,0.016,0.022,0.0
10.39,0.016,0.018,0.0
10.395,0.016,0.018,0.0
10.4,0.016,0.015,0.0
10.405,0.016,0.018,0.0
10.41,0.016,0.018,0.0
10.415,0.016,0.018,0.0
10.42,0.016,0.015,0.0
10.425,0.016,0.018,0.0
10.43,0.016,0.015,0.0
10.435,0.016,0.015,0.0
10.44,0.015,0.015,0.0
10.445,0.016,0.018,0.0
10.45,0.015,0.018,0.0
10.455,0.016,0.018,0.0
10.46,0.016,0.018,0.0
10.465,0.016,0.018,0.0
10.47,0.016,0.02,0.0
10.475,0.016,0.022,0.0
10.48,0.016,0.022,0.0
10.485,0.016,0.022,0.0
10.49,0.016,0.025,0.0
10.495,0.016,0.025,0.0
10.5,0.016,0.027,0.0
10.505,0.016,0.025,0.0
10.51,0.016,0.027,0.0
10.515,0.016,0.027,0.0
10.52,0.016,0.03,0.0
10.525,0.016,0.025,0.0
10.53,0.016,0.03,0.0
10.535,0.016,0.03,0.0
10.54,0.016,0.03,0.0
10.545,0.016,0.027,0.0
10.55,0.016,0.03,0.0
10.555,0.016,0.027,0.0
10.56,0.016,0.027,0.0
10.565,0.016,0.027,0.0
10.57,0.016,0.03,0.0
10.575,0.016,0.025,0.0
10.58,0.016,0.022,0.0
10.585,0.016,0.02,0.0
10.59,0.016,0.02,0.0
10.595,0.016,0.02,0.0
10.6,0.016,0.018,0.0
10.605,0.016,0.02,0.0
10.61,0.016,0.02,0.0
10.615,0.015,0.018,0.0
10.62,0.016,0.015,0.0
10.625,0.016,0.015,0.0
10.63,0.016,0.018,0.0
10.635,0.016,0.015,0.0
10.64,0.016,0.015,0.0
10.645,0.016,0.018,0.0
10.65,0.016,0.015,0.0
10.655,0.016,0.018,0.0
10.66,0.016,0.018,0.0
10.665,0.016,0.02,0.0
10.67,0.016,0.018,0.0
10.675,0.016,0.02,0.0
10.68,0.016,0.022,0.0
10.685,0.016,0.025,0.0
10.69,0.016,0.025,0.0
10.695,0.016,0.027,0.0
10.7,0.016,0.025,0.0
10.705,0.017,0.027,0.0
10.71,0.016,0.027,0.0
10.715,0.016,0.027,0.0
10.72,0.016,0.03,0.0
10.725,0.017,0.027,0.0
10.73,0.016,0.03,0.0
10.735,0.016,0.032,0.0
10.74,0.016,0.03,0.0
10.745,0.016,0.027,0.0
10.75,0.016,0.027,0.0
10.755,0.017,0.03,0.0
10.76,0.016,0.027,0.0
10.765,0.016,0.025,0.0
10.77,0.016,0.03,0.0
10.775,0.016,0.027,0.0
10.78,0.016,0.022,0.0
10.785,0.016,0.022,0.0
10.79,0.016,0.022,0.0
10.795,0.016,0.022,0.0
10.8,0.016,0.018,0.0
10.805,0.016,0.018,0.0
10.81,0.016,0.018,0.0
10.815,0.016,0.018,0.0
10.82,0.015,0.015,0.0
10.825,0.016,0.018,0.0
10.83,0.016,0.02,0.0
10.835,0.015,0.015,0.0
10.84,0.016,0.015,0.0
10.845,0.016,0.018,0.0
10.85,0.016,0.018,0.0
10.855,0.016,0.015,0.0
10.86,0.016,0.018,0.0
10.865,0.016,0.018,0.0
10.87,0.017,0.018,0.0
10.875,0.016,0.02,0.0
10.88,0.016,0.025,0.0
10.885,0.016,0.025,0.0
10.89,0.016,0.022,0.0
10.895,0.015,0.027,0.0
10.9,0.016,0.025,0.0
10.905,0.016,0.027,0.0
10.91,0.017,0.027,0.0
10.915,0.016,0.027,0.0
10.92,0.016,0.027,0.0
10.925,0.016,0.027,0.0
10.93,0.016,0.03,0.0
10.935,0.016,0.03,0.0
10.94,0.016,0.032,0.0
10.945,0.016,0.03,0.0
10.95,0.016,0.03,0.0
10.955,0.016,0.03,0.0
10.96,0.016,0.027,0.0
10.965,0.016,0.027,0.0
10.97,0.016,0.03,0.0
10.975,0.016,0.03,0.0
10.98,0.016,0.027,0.0
10.985,0.016,0.025,0.0
10.99,0.016,0.025,0.0
10.995,0.016,0.027,0.0
11.0,0.016,0.022,0.0
11.005,0.016,0.02,0.0
11.01,0.015,0.022,0.0
11.015,0.016,0.02,0.0
11.02,0.016,0.015,0.0
11.025,0.016,0.018,0.0
11.03,0.016,0.018,0.0
11.035,0.016,0.018,0.0
11.04,0.015,0.015,0.0
11.045,0.016,0.018,0.0
11.05,0.016,0.018,0.0
11.055,0.016,0.018,0.0
11.06,0.016,0.018,0.0
11.065,0.016,0.018,0.0
11.07,0.016,0.015,0.0
11.075,0.016,0.015,0.0
11.08,0.016,0.015,0.0
11.085,0.016,0.018,0.0
11.09,0.016,0.018,0.0
11.095,0.016,0.018,0.0
11.1,0.016,0.02,0.0
11.105,0.016,0.02,0.0
11.11,0.016,0.022,0.0
11.115,0.016,0.022,0.0
11.12,0.016,0.025,0.0
11.125,0.016,0.027,0.0
11.13,0.016,0.027,0.0
11.135,0.016,0.03,0.0
11.14,0.016,0.03,0.0
11.145,0.016,0.03,0.0
11.15,0.017,0.027,0.0
11.155,0.016,0.03,0.0
11.16,0.016,0.03,0.0
11.165,0.016,0.027,0.0
11.17,0.016,0.025,0.0
11.175,0.015,0.025,0.0
11.18,0.015,0.02,0.0
11.185,0.016,0.015,0.0
11.19,0.016,0.018,0.0
11.195,0.015,0.018,0.0
11.2,0.016,0.015,0.0
11.205,0.016,0.015,0.0
11.21,0.016,0.02,0.0
11.215,0.016,0.018,0.0
11.22,0.016,0.018,0.0
11.225,0.016,0.018,0.0
11.23,0.016,0.018,0.0
11.235,0.017,0.02,0.0
11.24,0.016,0.022,0.0
11.245,0.016,0.025,0.0
11.25,0.016,0.027,0.0
11.255,0.016,0.025,0.0
11.26,0.016,0.03,0.0
11.265,0.016,0.03,0.0
11.27,0.016,0.03,0.0
11.275,0.016,0.03,0.0
11.28,0.016,0.032,0.0
11.285,0.016,0.03,0.0
11.29,0.015,0.027,0.0
11.295,0.016,0.03,0.0
11.3,0.016,0.03,0.0
11.305,0.016,0.025,0.0
11.31,0.016,0.022,0.0
11.315,0.017,0.022,0.0
11.32,0.016,0.02,0.0
11.325,0.016,0.02,0.0
11.33,0.016,0.018,0.0
11.335,0.016,0.018,0.0
11.34,0.016,0.015,0.0
11.345,0.015,0.018,0.0
11.35,0.016,0.015,0.0
11.355,0.016,0.02,0.0
11.36,0.016,0.018,0.0
11.365,0.016,0.018,0.0
11.37,0.016,0.022,0.0
11.375,0.016,0.022,0.0
11.38,0.016,0.025,0.0
11.385,0.016,0.025,0.0
11.39,0.016,0.027,0.0
11.395,0.016,0.027,0.0
11.4,0.016,0.03,0.0
11.405,0.016,0.03,0.0
11.41,0.016,0.03,0.0
11.415,0.016,0.03,0.0
11.42,0.017,0.027,0.0
11.425,0.017,0.03,0.0
11.43,0.017,0.03,0.0
11.435,0.016,0.025,0.0
11.44,0.016,0.022,0.0
11.445,0.016,0.022,0.0
11.45,0.016,0.02,0.0
11.455,0.016,0.015,0.0
11.46,0.016,0.018,0.0
11.465,0.016,0.02,0.0
11.47,0.016,0.012,0.0
11.475,0.016,0.015,0.0
11.48,0.016,0.018,0.0
11.485,0.016,0.02,0.0
11.49,0.016,0.018,0.0
11.495,0.016,0.018,0.0
11.5,0.016,0.022,0.0
11.505,0.016,0.022,0.0
11.51,0.016,0.025,0.0
11.515,0.016,0.027,0.0
11.52,0.016,0.027,0.0
11.525,0.016,0.027,0.0
11.53,0.016,0.03,0.0
11.535,0.016,0.03,0.0
11.54,0.016,0.027,0.0
11.545,0.016,0.027,0.0
11.55,0.016,0.03,0.0
11.555,0.016,0.027,0.0
11.56,0.016,0.025,0.0
11.565,0.016,0.025,0.0
11.57,0.015,0.022,0.0
11.575,0.016,0.018,0.0
11.58,0.016,0.015,0.0
11.585,0.016,0.02,0.0
11.59,0.016,0.018,0.0
11.595,0.016,0.018,0.0
11.6,0.016,0.015,0.0
11.605,0.016,0.018,0.0
11.61,0.016,0.018,0.0
11.615,0.016,0.018,0.0
11.62,0.016,0.02,0.0
11.625,0.016,0.02,0.0
11.63,0.016,0.022,0.0
11.635,0.016,0.022,0.0
11.64,0.016,0.027,0.0
11.645,0.016,0.027,0.0
11.65,0.017,0.027,0.0
11.655,0.016,0.03,0.0
11.66,0.016,0.03,0.0
11.665,0.016,0.03,0.0
11.67,0.016,0.03,0.0
11.675,0.015,0.03,0.0
11.68,0.016,0.032,0.0
11.685,0.015,0.027,0.0
11.69,0.016,0.027,0.0
11.695,0.016,0.027,0.0
11.7,0.016,0.025,0.0
11.705,0.016,0.022,0.0
11.71,0.016,0.022,0.0
11.715,0.017,0.022,0.0
11.72,0.016,0.02,0.0
11.725,0.016,0.018,0.0
11.73,0.016,0.02,0.0
11.735,0.016,0.02,0.0
11.74,0.016,0.015,0.0
11.745,0.016,0.015,0.0
11.75,0.016,0.018,0.0
11.755,0.016,0.015,0.0
11.76,0.016,0.018,0.0
11.765,0.017,0.02,0.0
11.77,0.016,0.022,0.0
11.775,0.017,0.022,0.0
11.78,0.016,0.025,0.0
11.785,0.016,0.027,0.0
11.79,0.016,0.027,0.0
11.795,0.016,0.027,0.0
11.8,0.016,0.03,0.0
11.805,0.016,0.027,0.0
11.81,0.016,0.027,0.0
11.815,0.016,0.027,0.0
11.82,0.016,0.03,0.0
11.825,0.017,0.03,0.0
11.83,0.016,0.027,0.0
11.835,0.016,0.027,0.0
11.84,0.016,0.027,0.0
11.845,0.016,0.025,0.0
11.85,0.016,0.022,0.0
11.855,0.016,0.022,0.0
11.86,0.016,0.022,0.0
11.865,0.016,0.018,0.0
11.87,0.016,0.015,0.0
11.875,0.016,0.018,0.0
11.88,0.016,0.018,0.0
11.885,0.016,0.015,0.0
11.89,0.016,0.015,0.0
11.895,0.016,0.018,0.0
11.9,0.016,0.015,0.0
11.905,0.016,0.018,0.0
11.91,0.016,0.018,0.0
11.915,0.015,0.018,0.0
11.92,0.017,0.02,0.0
11.925,0.016,0.018,0.0
11.93,0.017,0.025,0.0
11.935,0.017,0.027,0.0
11.94,0.017,0.027,0.0
11.945,0.016,0.03,0.0
11.95,0.016,0.03,0.0
11.955,0.016,0.03,0.0
11.96,0.016,0.03,0.0
11.965,0.015,0.032,0.0
11.97,0.016,0.027,0.0
11.975,0.016,0.027,0.0
11.98,0.016,0.027,0.0
11.985,0.016,0.027,0.0
11.99,0.016,0.025,0.0
11.995,0.016,0.022,0.0
12.0,0.016,0.025,0.0
12.005,0.016,0.022,0.0
12.01,0.016,0.022,0.0
12.015,0.016,0.018,0.0
12.02,0.016,0.022,0.0
12.025,0.016,0.018,0.0
12.03,0.016,0.018,0.0
12.035,0.016,0.018,0.0
12.04,0.016,0.02,0.0
12.045,0.016,0.018,0.0
12.05,0.015,0.018,0.0
12.055,0.016,0.018,0.0
12.06,0.016,0.018,0.0
12.065,0.016,0.018,0.0
12.07,0.016,0.015,0.0
12.075,0.016,0.018,0.0
12.08,0.016,0.02,0.0
12.085,0.016,0.02,0.0
12.09,0.016,0.02,0.0
12.095,0.017,0.025,0.0
12.1,0.017,0.022,0.0
12.105,0.017,0.027,0.0
12.11,0.016,0.027,0.0
12.115,0.016,0.027,0.0
12.12,0.016,0.027,0.0
12.125,0.016,0.03,0.0
12.13,0.016,0.03,0.0
12.135,0.016,0.027,0.0
12.14,0.017,0.027,0.0
12.145,0.016,0.03,0.0
12.15,0.016,0.03,0.0
12.155,0.016,0.027,0.0
12.16,0.016,0.025,0.0
12.165,0.015,0.027,0.0
12.17,0.016,0.025,0.0
12.175,0.016,0.022,0.0
12.18,0.016,0.02,0.0
12.185,0.016,0.02,0.0
12.19,0.016,0.02,0.0
12.195,0.015,0.018,0.0
12.2,0.016,0.015,0.0
12.205,0.016,0.018,0.0
12.21,0.016,0.018,0.0
12.215,0.016,0.015,0.0
12.22,0.017,0.018,0.0
12.225,0.016,0.018,0.0
12.23,0.016,0.022,0.0
12.235,0.016,0.022,0.0
